,Latitude,Longitude,crime,Bathrooms,SQFT,Price,energySiteEUI
4395,42.332623,-71.033035,3,1.0,,2700.0,63.1
4399,42.337574,-71.04983,10,1.0,,2600.0,120.8
4405,42.33369,-71.03607,3,2.0,1100,3200.0,168.1
4406,42.342102,-71.05731,1,2.5,,6500.0,56.1
4409,42.33729,-71.04897,14,1.0,,3650.0,124.7
4411,42.33587,-71.03596,4,1.0,,3300.0,186.5
4413,42.33466,-71.04562,2,2.0,,2575.0,98.7
4418,42.336864,-71.04016,2,2.0,9999,2850.0,77.0
4421,42.342663,-71.05653,1,1.0,600,4500.0,56.1
4423,42.3289,-71.057724,1,1.0,,1590.0,217.1
4429,42.333916,-71.04539,2,2.0,,3000.0,98.7
4434,42.33929,-71.049736,10,2.0,,2600.0,120.8
4435,42.336983,-71.048615,14,2.0,1200,3800.0,124.7
4437,42.333145,-71.04795,6,1.0,770,2400.0,133.8
4438,42.33928,-71.04972,10,2.0,1400,4800.0,120.8
4440,42.337185,-71.04898,14,1.0,600,2200.0,124.7
4442,42.336315,-71.03807,4,1.0,750,2250.0,186.5
4447,42.3393,-71.04975,10,2.0,900,3200.0,120.8
4450,42.33928,-71.04972,10,1.5,1000,3000.0,120.8
4452,42.335815,-71.0487,14,1.0,1100,2800.0,124.7
4455,42.33729,-71.04897,14,1.0,1200,3650.0,124.7
4463,42.334305,-71.03632,3,1.5,,4800.0,168.1
4469,42.33338,-71.03698,3,1.0,593,2300.0,168.1
4471,42.337276,-71.04875,14,2.0,960,3200.0,124.7
4476,42.333076,-71.049286,6,1.0,,2150.0,133.8
4479,42.337276,-71.04875,14,2.0,1000,3200.0,124.7
4482,42.337276,-71.04875,14,2.0,,3200.0,124.7
4484,42.337276,-71.04875,14,2.0,,3200.0,124.7
4485,42.337276,-71.04875,14,2.0,,3200.0,124.7
4486,42.337276,-71.04875,14,2.0,,3000.0,124.7
4487,42.337276,-71.04875,14,2.0,,3000.0,124.7
4489,42.335148,-71.03898,2,2.0,1000,4400.0,77.0
4490,42.33202,-71.05666,1,2.0,1100,3200.0,54.6
4493,42.335148,-71.03898,2,2.0,,4400.0,77.0
4494,42.33372,-71.037155,3,1.5,,2600.0,168.1
4503,42.337276,-71.04875,14,2.0,,3200.0,124.7
4510,42.337696,-71.051735,10,2.0,,2400.0,120.8
4512,42.337276,-71.04875,14,2.0,960,3200.0,124.7
4515,42.336414,-71.048515,14,2.0,1200,2600.0,124.7
4518,42.337276,-71.04875,14,2.0,1000,3200.0,124.7
4519,42.337868,-71.042755,5,1.0,596,2235.0,68.0
4520,42.337696,-71.051735,10,2.0,,2950.0,120.8
4522,42.33171,-71.03077,3,1.0,,3400.0,63.1
4523,42.37097,-71.043884,2,1.0,-,2250.0,106.0
4524,42.37097,-71.043884,2,1.0,-,2525.0,106.0
4525,42.37097,-71.043884,2,1.0,-,3250.0,106.0
4526,42.387012,-71.013466,1,1.0,610,1948.0,28.7
4527,42.387012,-71.013466,1,1.0,850,2182.0,28.7
4528,42.387012,-71.013466,1,1.0,1040,2641.0,28.7
4531,42.379486,-71.03627,5,1.0,,2800.0,48.0
4532,42.370613,-71.03963,12,1.0,,3300.0,65.0
4533,42.37277,-71.03622,5,1.0,1252,2300.0,413.7
4541,42.37606,-71.03932,12,2.0,920,3000.0,299.3
4544,42.37156,-71.037155,5,1.0,,1500.0,413.7
4550,42.366966,-71.04104,8,1.0,,2220.0,120.9
4554,42.37047,-71.03374,4,1.0,,1450.0,102.7
4555,42.366966,-71.04104,8,2.0,,2975.0,120.9
4556,42.366966,-71.04104,8,1.0,,2250.0,120.9
4559,42.365044,-71.034355,1,1.0,,2200.0,47.7
4560,42.367928,-71.035286,4,1.0,750,2000.0,39.7
4564,42.33652,-71.08642,17,1.0,,1890.0,154.3
4566,42.36953,-71.03853,7,1.0,1500,2200.0,107.6
4568,42.370815,-71.04358,2,1.0,600,2250.0,106.0
4569,42.3681,-71.0401,8,2.0,1276,3320.0,120.9
4571,42.3777,-71.03894,12,1.0,450,1500.0,299.3
4573,42.37606,-71.03932,12,1.0,770,2600.0,299.3
4574,42.3777,-71.03894,12,1.0,455,1500.0,299.3
4576,42.366966,-71.04104,8,2.0,,2270.0,120.9
4577,42.37606,-71.03932,12,1.0,740,1945.0,299.3
4578,42.37976,-71.03897,9,1.0,850,1900.0,393.6
4579,42.369675,-71.03861,7,1.0,1200,2500.0,107.6
4580,42.3714,-71.03243,0,1.0,1002,2300.0,65.4
4585,42.3681,-71.0401,8,1.0,574,2220.0,120.9
4589,42.366875,-71.03456,4,1.0,415,1600.0,39.7
4594,42.367344,-71.03533,4,1.0,510,1850.0,39.7
4596,42.365044,-71.034355,1,1.0,,2400.0,47.7
4598,42.379818,-71.036606,5,1.0,9999,1800.0,48.0
4599,42.37277,-71.03622,5,1.0,1252,2300.0,413.7
4601,42.368595,-71.03407,4,1.0,1164,3000.0,39.7
4602,42.389168,-71.00515,1,1.0,,2000.0,156.8
4603,42.37277,-71.03622,5,1.0,1226,2300.0,413.7
4604,42.366966,-71.04104,8,1.0,,2220.0,120.9
4605,42.37047,-71.03374,4,1.0,,1450.0,102.7
4607,42.37087,-71.04262,2,1.0,,2110.0,106.0
4609,42.37606,-71.03932,12,2.0,922,2800.0,299.3
4610,42.380695,-71.03836,13,1.0,,1975.0,28.8
4611,42.37609,-71.03932,12,1.0,,2600.0,299.3
4615,42.376144,-71.03888,12,1.0,740,2600.0,299.3
4617,42.376175,-71.038956,12,1.0,720,2600.0,299.3
4618,42.37606,-71.03932,12,1.0,,1900.0,299.3
4619,42.37006,-71.03353,4,1.0,850,1650.0,102.7
4623,42.370247,-71.03951,12,1.0,,1838.0,65.0
4624,42.36788,-71.035324,4,1.0,2808,2300.0,39.7
4625,42.38043,-71.03363,5,2.0,,2200.0,73.4
4626,42.370247,-71.03951,12,1.0,,1838.0,65.0
4628,42.37606,-71.03932,12,1.0,740,1895.0,299.3
4631,42.37976,-71.03897,9,1.0,850,1900.0,393.6
4632,42.371178,-71.03704,7,1.0,1060,2600.0,107.6
4633,42.379448,-71.037605,5,3.0,,3100.0,48.0
4634,42.379448,-71.037605,5,3.0,2400,3000.0,48.0
4635,42.37024,-71.040054,12,1.0,850,1650.0,65.0
4636,42.376873,-71.03833,5,1.0,,2800.0,44.7
4637,42.37606,-71.03932,12,,450,1950.0,299.3
4639,42.370655,-71.03754,7,1.0,,1633.0,107.6
4640,42.38919,-71.005325,1,1.0,,1750.0,156.8
4641,42.379704,-71.0397,9,1.0,,1650.0,393.6
4642,42.388943,-71.00058,1,1.0,1400,1950.0,38.4
4645,42.366966,-71.04104,8,2.0,,2985.0,120.9
4647,42.3708,-71.03988,12,1.0,,3300.0,65.0
4648,42.376873,-71.03833,5,2.0,,4000.0,44.7
4649,42.3788,-71.03715,5,1.0,991,1700.0,48.0
4650,42.3714,-71.03243,0,1.0,1000,2300.0,65.4
4651,42.376606,-71.03881,12,1.0,550,1550.0,299.3
4652,42.366966,-71.04104,8,2.0,,3320.0,120.9
4655,42.376606,-71.03881,12,1.0,550,1550.0,299.3
4657,42.376167,-71.0395,12,1.0,,1900.0,299.3
4659,42.3708,-71.03988,12,1.0,,2400.0,65.0
4660,42.380722,-71.03366,5,1.0,,2200.0,73.4
4662,42.366966,-71.04104,8,1.0,,2170.0,120.9
4664,42.379448,-71.037605,5,2.0,,3600.0,48.0
4668,42.37669,-71.0387,12,1.0,,1600.0,299.3
4674,42.376877,-71.03823,5,2.0,,3500.0,44.7
4676,42.366966,-71.04104,8,2.0,1083,3100.0,120.9
4677,42.370083,-71.04214,2,1.0,594,2223.0,106.0
4678,42.370083,-71.04214,2,1.0,829,2844.0,106.0
4679,42.370083,-71.04214,2,1.0,600,2299.0,106.0
4680,42.370083,-71.04214,2,1.0,425,2060.0,106.0
4681,42.36983,-71.03263,0,1.0,,2100.0,44.8
4684,42.380913,-71.03792,13,1.5,,4800.0,28.8
4685,42.3714,-71.03243,0,1.0,926,2300.0,65.4
4686,42.3714,-71.03243,0,1.0,926,2400.0,65.4
4687,42.387527,-71.00599,1,1.0,1200,2000.0,156.8
4688,42.380913,-71.03792,13,1.5,,4400.0,28.8
4689,42.37094,-71.037315,7,1.0,,2200.0,107.6
4691,42.38529,-71.01169,5,1.0,1140,2300.0,28.7
4692,42.370644,-71.039696,12,1.0,,2400.0,65.0
4695,42.37279,-71.03803,5,1.0,1000,1850.0,413.7
4696,42.370617,-71.03758,7,1.0,,1450.0,107.6
4697,42.380722,-71.03366,5,1.0,,2200.0,73.4
4698,42.37997,-71.03815,5,1.0,,2550.0,48.0
4699,42.369434,-71.03651,7,1.0,,2600.0,107.6
4700,42.379505,-71.03844,5,1.0,,2500.0,48.0
4701,42.370358,-71.041245,12,1.0,,1750.0,65.0
4703,42.376904,-71.038246,5,1.0,,3200.0,44.7
4705,42.365097,-71.034485,1,1.0,,2400.0,47.7
4706,42.381138,-71.03849,13,1.0,,2800.0,28.8
4707,42.36728,-71.03365,4,1.0,,2850.0,39.7
4708,42.3685,-71.03571,4,1.0,,2550.0,39.7
4709,42.372715,-71.037636,5,1.0,,2550.0,413.7
4710,42.37963,-71.03813,5,1.0,,2400.0,48.0
4711,42.3714,-71.03243,0,1.0,998,2300.0,65.4
4713,42.369225,-71.035545,4,1.0,,2500.0,102.7
4715,42.36892,-71.03369,4,1.0,,3100.0,39.7
4716,42.370384,-71.03981,12,1.0,,3300.0,65.0
4719,42.36741,-71.04113,8,1.0,,2160.0,120.9
4720,42.365044,-71.034355,1,1.0,1000,2400.0,47.7
4721,42.380722,-71.03366,5,1.0,,2200.0,73.4
4723,42.36741,-71.04113,8,2.0,,2925.0,120.9
4728,42.38245,-71.03952,10,1.0,581,1500.0,78.1
4729,42.37606,-71.03932,12,2.0,1011,3100.0,299.3
4730,42.370514,-71.03301,0,2.0,1350,2300.0,44.8
4732,42.368336,-71.03389,4,2.5,,3850.0,39.7
4733,42.385643,-71.004555,4,2.0,,3300.0,5.8
4735,42.37894,-71.03903,9,1.0,,2450.0,393.6
4736,42.382145,-71.03903,10,1.0,,2900.0,78.1
4738,42.38172,-71.03958,10,1.0,,2000.0,78.1
4739,42.368866,-71.03375,4,1.0,,3300.0,39.7
4740,42.368595,-71.03407,4,1.0,,3250.0,39.7
4741,42.379547,-71.03303,4,1.0,,1700.0,164.1
4742,42.370667,-71.03977,12,1.0,,2400.0,65.0
4744,42.373585,-71.03485,7,1.0,,1475.0,58.5
4745,42.38529,-71.01169,5,1.0,1200,2300.0,28.7
4747,42.37669,-71.0387,12,1.0,,1500.0,299.3
4751,42.366966,-71.04104,8,1.0,,2180.0,120.9
4752,42.366966,-71.04104,8,1.0,,2565.0,120.9
4753,42.370155,-71.03562,4,1.0,,1700.0,102.7
4754,42.38179,-71.03737,13,1.0,,2100.0,28.8
4756,42.366966,-71.04104,8,2.0,,2800.0,120.9
4757,42.36511,-71.03384,1,2.0,1800,3800.0,47.7
4761,42.386986,-71.01347,1,1.0,,2660.0,28.7
4764,42.3702,-71.03864,7,2.0,1276,3490.0,107.6
4765,42.369926,-71.03382,4,1.0,700,1850.0,102.7
4768,42.370655,-71.03754,7,1.0,,1450.0,107.6
4773,42.369926,-71.03382,4,1.0,,1850.0,102.7
4774,42.37601,-71.03749,5,1.0,601,1850.0,44.7
4775,42.37997,-71.03815,5,1.0,,2250.0,48.0
4776,42.381138,-71.03849,13,1.0,,2800.0,28.8
4778,42.379753,-71.03258,4,1.0,,2000.0,164.1
4781,42.375473,-71.03427,7,2.0,,3000.0,58.5
4783,42.369484,-71.03591,4,2.0,,3400.0,102.7
4786,42.376904,-71.038246,5,2.0,,3500.0,44.7
4787,42.377327,-71.03605,5,2.0,1100,3795.0,44.7
4788,42.38673,-71.01315,5,1.0,,2059.0,28.7
4790,42.37904,-71.03228,4,1.0,550,1450.0,164.1
4792,42.370453,-71.03996,12,1.0,,3300.0,65.0
4793,42.370674,-71.039795,12,1.0,,3000.0,65.0
4796,42.366966,-71.04104,8,1.0,,2170.0,120.9
4798,42.369926,-71.03382,4,1.0,,1495.0,102.7
4799,42.36846,-71.03563,4,1.0,,2150.0,39.7
4800,42.370625,-71.03565,4,1.0,,2500.0,102.7
4801,42.368473,-71.03472,4,1.0,,2400.0,39.7
4803,42.381138,-71.03849,13,1.0,,2500.0,28.8
4808,42.381138,-71.03849,13,1.0,,2500.0,28.8
4809,42.366966,-71.04104,8,1.0,,2275.0,120.9
4810,42.366966,-71.04104,8,1.0,,2020.0,120.9
4811,42.366966,-71.04104,8,2.0,,3495.0,120.9
4812,42.366966,-71.04104,8,2.0,1084,3445.0,120.9
4815,42.365154,-71.034615,1,1.0,3280,2150.0,47.7
4821,42.37047,-71.03374,4,1.0,,2300.0,102.7
4823,42.37047,-71.03374,4,1.0,,1700.0,102.7
4824,42.370407,-71.033806,4,1.0,,1700.0,102.7
4825,42.376144,-71.03888,12,1.0,734,1895.0,299.3
4829,42.366405,-71.03512,1,1.0,,1800.0,47.7
4832,42.36846,-71.03563,4,1.0,,2400.0,39.7
4835,42.382084,-71.03903,10,1.0,,2800.0,78.1
4836,42.365044,-71.034355,1,2.0,1450,2800.0,47.7
4837,42.366405,-71.03512,1,1.0,,1750.0,47.7
4839,42.369434,-71.03651,7,,,2500.0,107.6
4843,42.368595,-71.03407,4,1.0,,3200.0,39.7
4846,42.37997,-71.03815,5,1.0,,2450.0,48.0
4847,42.37997,-71.03815,5,1.0,,1750.0,48.0
4849,42.36892,-71.03369,4,1.0,,3100.0,39.7
4852,42.36846,-71.03563,4,1.0,,2150.0,39.7
4859,42.389168,-71.00515,1,1.0,,2400.0,156.8
4861,42.37277,-71.03622,5,1.0,1252,2300.0,413.7
4863,42.386093,-71.004654,4,1.0,1040,1831.0,5.8
4866,42.38897,-71.005394,1,1.0,,2800.0,156.8
4867,42.374596,-71.03872,5,1.0,,1695.0,8.9
4868,42.366966,-71.04104,8,1.0,730,2175.0,120.9
4869,42.36518,-71.034676,1,2.0,,2200.0,47.7
4871,42.37606,-71.03932,12,1.0,,1900.0,299.3
4872,42.379486,-71.03627,5,1.0,,2600.0,48.0
4873,42.370514,-71.03301,0,1.0,600,1550.0,44.8
4874,42.379486,-71.03627,5,1.0,,2600.0,48.0
4876,42.37606,-71.03932,12,1.0,,1900.0,299.3
4880,42.379486,-71.03627,5,1.0,,2600.0,48.0
4881,42.379704,-71.0397,9,1.0,900,1650.0,393.6
4882,42.379883,-71.03644,5,1.0,1351,1800.0,48.0
4884,42.379486,-71.03627,5,1.0,,2600.0,48.0
4885,42.381546,-71.03329,5,1.0,921,1350.0,73.4
4886,42.37277,-71.03622,5,1.0,1252,2300.0,413.7
4887,42.375504,-71.05196,0,1.0,420,2000.0,8.9
4888,42.375504,-71.05196,0,1.0,529,2300.0,8.9
4891,42.375393,-71.06756,3,1.0,740,2470.0,189.3
4892,42.375393,-71.06756,3,2.0,1020,3333.0,189.3
4893,42.3736,-71.05165,0,2.5,1580,5000.0,8.9
4894,42.3736,-71.05165,0,1.5,1000,3000.0,8.9
4895,42.37649,-71.06611,4,2.0,1120,2875.0,247.5
4897,42.376976,-71.06017,2,1.0,885,3000.0,96.9
4899,42.3736,-71.05165,0,1.5,1000,3000.0,8.9
4902,42.3736,-71.05165,0,1.0,800,3800.0,8.9
4903,42.38106,-71.06652,0,2.0,,3000.0,17.4
4905,42.378853,-71.06486,4,1.0,700,2200.0,98.1
4906,42.37482,-71.05254,0,1.0,703,2600.0,72.5
4909,42.38256,-71.071526,1,2.0,1050,3500.0,283.0
4912,42.37631,-71.065216,2,1.0,600,2150.0,285.9
4914,42.378853,-71.06486,4,1.0,,2200.0,98.1
4915,42.37507,-71.05448,0,1.0,818,3200.0,72.5
4916,42.38106,-71.06652,0,2.0,,3000.0,17.4
4917,42.380955,-71.061615,1,1.0,631,2300.0,177.0
4918,42.37981,-71.06727,3,1.0,,2900.0,202.7
4919,42.380955,-71.061615,1,1.0,748,2350.0,177.0
4920,42.380955,-71.061615,1,1.0,835,2605.0,177.0
4922,42.37981,-71.06727,3,1.0,900,2900.0,202.7
4924,42.38087,-71.06373,1,3.0,2269,5000.0,13.9
4925,42.381233,-71.067535,0,3.0,1871,6900.0,17.4
4929,42.378853,-71.06486,4,1.0,,2200.0,98.1
4933,42.376926,-71.0509,1,1.0,850,3100.0,408.4
4934,42.377785,-71.05014,1,1.0,560,2200.0,408.4
4938,42.377647,-71.04979,1,1.0,1075,3385.0,408.4
4940,42.378853,-71.06486,4,1.0,,2200.0,98.1
4941,42.375523,-71.06411,6,1.0,1300,2650.0,108.1
4945,42.377956,-71.0655,4,2.5,1256,2600.0,98.1
4946,42.375984,-71.0594,2,1.0,,2500.0,96.9
4947,42.37796,-71.03851,5,1.0,1000,3250.0,48.0
4948,42.378826,-71.06556,4,1.5,,3000.0,98.1
4949,42.36647,-71.05643,10,1.0,850,2200.0,72.9
4950,42.375034,-71.05891,2,3.5,3280,10000.0,58.2
4951,42.38375,-71.07887,1,1.0,,1650.0,68.8
4957,42.380955,-71.061615,1,1.0,631,2175.0,177.0
4958,42.37814,-71.066925,3,2.0,,3000.0,202.7
4959,42.37895,-71.06541,4,1.0,878,2500.0,98.1
4961,42.380306,-71.06381,1,2.0,,3900.0,13.9
4962,42.37814,-71.066925,3,2.0,,3000.0,202.7
4964,42.376553,-71.06556,2,1.5,,1400.0,285.9
4966,42.38256,-71.071526,1,1.0,1050,3500.0,283.0
4967,42.378704,-71.06336,4,1.0,727,2700.0,98.1
4969,42.37507,-71.05448,0,1.0,832,3000.0,72.5
4973,42.381077,-71.06721,0,1.0,650,2295.0,17.4
4978,42.37889,-71.06494,4,1.0,700,2200.0,98.1
4980,42.377888,-71.059814,2,1.0,1380,1800.0,96.9
4981,42.376972,-71.0507,1,2.0,1059,3000.0,408.4
4982,42.38178,-71.06799,0,1.0,,2295.0,17.4
4983,42.377605,-71.04986,1,1.0,,2605.0,408.4
4984,42.383034,-71.07896,1,1.5,1312,2850.0,68.8
4985,42.37482,-71.05254,0,1.0,,2250.0,72.5
4986,42.380306,-71.06381,1,1.0,,2300.0,13.9
4987,42.380306,-71.06381,1,1.0,,2600.0,13.9
4988,42.378853,-71.06486,4,1.0,,2400.0,98.1
4989,42.37507,-71.05448,0,1.0,500,2400.0,72.5
4990,42.37715,-71.05856,2,2.0,,2700.0,96.9
4991,42.37715,-71.05856,2,2.0,,2700.0,96.9
4992,42.37979,-71.06729,3,1.0,,2900.0,202.7
4993,42.379696,-71.06576,3,1.0,1411,1397.0,202.7
4994,42.346664,-71.155594,0,1.0,,2700.0,51.8
4995,42.37536,-71.05869,2,1.0,,2800.0,58.2
4996,42.37525,-71.05829,2,2.5,1310,3800.0,58.2
4997,42.380955,-71.061615,1,1.0,793,2500.0,177.0
4999,42.380955,-71.061615,1,1.0,1160,2955.0,177.0
5004,42.381077,-71.06721,0,1.0,,2350.0,17.4
5006,42.380955,-71.061615,1,1.0,641,2175.0,177.0
5007,42.375183,-71.058235,2,2.5,1310,3800.0,58.2
5010,42.380955,-71.061615,1,1.0,1235,2900.0,177.0
5011,42.38256,-71.071526,1,2.0,1050,3500.0,283.0
5012,42.38106,-71.06652,0,2.0,,3000.0,17.4
5013,42.38068,-71.064095,1,1.0,,4200.0,13.9
5016,42.380043,-71.06671,3,1.5,,2975.0,202.7
5020,42.378826,-71.06556,4,1.5,1061,3200.0,98.1
5021,42.380905,-71.06335,1,2.0,,3800.0,13.9
5022,42.380817,-71.07125,4,2.0,,3900.0,81.7
5023,42.380817,-71.07125,4,2.0,1178,3600.0,81.7
5024,42.380817,-71.07125,4,2.0,985,3400.0,81.7
5025,42.380955,-71.061615,1,1.0,825,2275.0,177.0
5027,42.380955,-71.061615,1,1.0,631,2180.0,177.0
5028,42.380955,-71.061615,1,1.0,855,2515.0,177.0
5029,42.378826,-71.06556,4,1.0,,3000.0,98.1
5030,42.37482,-71.05254,0,1.0,,2800.0,72.5
5033,42.380672,-71.0629,1,1.0,,2000.0,177.0
5035,42.38178,-71.06799,0,1.0,,2000.0,17.4
5036,42.37482,-71.05254,0,1.0,,2100.0,72.5
5038,42.37981,-71.06727,3,1.0,,2700.0,202.7
5039,42.37455,-71.063515,6,1.0,1800,2800.0,108.1
5040,42.37507,-71.05448,0,1.0,507,3000.0,72.5
5041,42.382378,-71.066345,0,1.5,975,2400.0,17.4
5043,42.378826,-71.06556,4,1.5,,3000.0,98.1
5044,42.37482,-71.05254,0,1.0,,2250.0,72.5
5045,42.37507,-71.05448,0,1.0,,3000.0,72.5
5047,42.384144,-71.07864,1,1.0,,2300.0,68.8
5051,42.374065,-71.05906,2,2.0,1300,3800.0,58.2
5052,42.380066,-71.06566,4,1.5,,2650.0,98.1
5053,42.355785,-71.059525,30,1.0,798,4500.0,532.1
5054,42.377605,-71.06656,4,1.0,,2500.0,247.5
5056,42.36633,-71.05534,10,1.0,781,3500.0,72.9
5057,42.38256,-71.071526,1,2.0,1200,3500.0,283.0
5059,42.383625,-71.07855,1,1.0,,2350.0,68.8
5060,42.383625,-71.07855,1,2.0,,4500.0,68.8
5061,42.37482,-71.05254,0,1.0,,2250.0,72.5
5062,42.378826,-71.06556,4,1.5,,3000.0,98.1
5063,42.355785,-71.059525,30,1.0,,4950.0,532.1
5064,42.38359,-71.077644,1,1.0,,1600.0,68.8
5065,42.37482,-71.05254,0,1.0,,2250.0,72.5
5067,42.380005,-71.06508,4,1.0,915,2275.0,98.1
5069,42.377983,-71.06546,4,1.0,,2500.0,98.1
5076,42.31916,-71.10759,0,1.0,,2200.0,64.0
5080,42.32071,-71.10483,5,1.0,,1800.0,68.4
5083,42.306572,-71.11323,1,1.0,,2200.0,89.8
5086,42.2943,-71.1169,2,3.0,,3750.0,99.1
5091,42.314293,-71.11525,1,1.0,,1700.0,38.6
5092,42.331226,-71.11148,3,1.0,,2200.0,96.1
5093,42.331226,-71.11148,3,1.0,,2200.0,96.1
5095,42.32071,-71.10483,5,1.0,628,1700.0,68.4
5097,42.331226,-71.11148,3,1.0,,2200.0,96.1
5098,42.317726,-71.11272,4,1.0,,2600.0,65.8
5099,42.293777,-71.116,2,1.0,,3200.0,99.1
5103,42.322884,-71.099655,7,1.0,700,1800.0,65.3
5104,42.322884,-71.099655,7,2.0,1000,2200.0,65.3
5105,42.322884,-71.099655,7,2.0,1190,2850.0,65.3
5107,42.313744,-71.10216,5,1.0,1200,2800.0,65.2
5109,42.32689,-71.10823,0,1.5,1105,2600.0,352.7
5113,42.29409,-71.11486,2,1.0,,2400.0,99.1
5119,42.31514,-71.10094,2,1.0,1100,2500.0,180.1
5120,42.30687,-71.114815,2,1.0,850,2200.0,119.9
5121,42.314293,-71.11525,1,1.0,9999,1700.0,38.6
5124,42.321182,-71.10499,5,1.0,,1800.0,68.4
5126,42.291016,-71.11854,2,1.0,989,1800.0,54.9
5127,42.32492,-71.1085,2,1.0,1054,1600.0,56.1
5132,42.31362,-71.103325,5,1.0,,2100.0,65.2
5136,42.317726,-71.11272,4,1.0,,2800.0,65.8
5137,42.3243,-71.10824,2,2.0,9999,2695.0,56.1
5141,42.313553,-71.10004,14,1.0,,2900.0,39.3
5143,42.323586,-71.09923,7,1.0,,2100.0,65.3
5144,42.323586,-71.09923,7,2.0,,2800.0,65.3
5145,42.352276,-71.06682,13,1.0,900,2300.0,147.1
5146,42.325386,-71.107376,2,2.0,,2700.0,56.1
5147,42.313744,-71.10216,5,1.0,1222,2600.0,65.2
5150,42.3252,-71.106255,2,1.0,850,2450.0,56.1
5153,42.2943,-71.1169,2,3.0,,3750.0,99.1
5159,42.322964,-71.106865,3,1.5,900,2450.0,56.1
5161,42.3247,-71.10827,2,2.0,,2699.0,56.1
5162,42.3247,-71.10827,2,2.0,1250,2695.0,56.1
5165,42.314182,-71.102264,5,1.0,862,2200.0,65.2
5167,42.306507,-71.113785,1,1.0,1100,2300.0,89.8
5168,42.314175,-71.10026,14,2.5,1880,3200.0,39.3
5170,42.29509,-71.115166,5,1.5,1507,2395.0,99.1
5171,42.3252,-71.106255,2,1.0,,2450.0,56.1
5173,42.32395,-71.10798,2,3.0,,4750.0,56.1
5174,42.32395,-71.10798,2,3.0,,4750.0,56.1
5180,42.321163,-71.102936,4,2.0,,2500.0,68.4
5182,42.338436,-71.0997,1,1.0,,2600.0,782.8
5183,42.31916,-71.10759,0,1.0,,2200.0,64.0
5189,42.31807,-71.10702,0,1.0,900,1895.0,64.0
5193,42.313328,-71.101944,5,1.0,715,2200.0,65.2
5196,42.32217,-71.1086,3,1.0,1200,1800.0,56.1
5198,42.315598,-71.10278,2,1.0,,1350.0,180.1
5204,42.2943,-71.1169,2,2.0,1450,2600.0,99.1
5205,42.312737,-71.101875,5,1.5,,2900.0,65.2
5206,42.324753,-71.10809,2,2.0,,2700.0,56.1
5207,42.314,-71.10044,14,1.0,,3300.0,39.3
5211,42.306572,-71.11323,1,1.0,1150,2200.0,89.8
5212,42.321507,-71.104515,5,1.0,,1850.0,68.4
5215,42.315197,-71.10198,2,1.0,,1950.0,180.1
5217,42.312737,-71.101875,5,1.5,1200,2975.0,65.2
5220,42.312737,-71.101875,5,1.5,1000,2975.0,65.2
5223,42.312737,-71.101875,5,1.5,1500,2975.0,65.2
5224,42.293777,-71.116,2,2.0,,3200.0,99.1
5225,42.323906,-71.1081,2,3.0,,4750.0,56.1
5234,42.322235,-71.10189,9,1.0,1100,1300.0,56.6
5236,42.314,-71.10044,14,1.0,1400,2300.0,39.3
5240,42.312737,-71.101875,5,1.5,1500,2975.0,65.2
5241,42.314373,-71.10187,5,2.0,,3400.0,65.2
5242,42.315712,-71.10238,2,1.0,,2895.0,180.1
5249,42.314,-71.10044,14,1.0,,2300.0,39.3
5250,42.312977,-71.09732,11,1.0,1000,2300.0,245.7
5252,42.317192,-71.10712,0,1.0,,2350.0,64.0
5254,42.317947,-71.107124,0,1.0,900,2000.0,64.0
5255,42.317802,-71.10603,3,1.0,970,2400.0,81.2
5256,42.315598,-71.10278,2,1.0,,1900.0,180.1
5257,42.314323,-71.09997,14,1.0,,2300.0,39.3
5259,42.29394,-71.1148,2,1.0,,2300.0,99.1
5260,42.317726,-71.11272,4,1.0,,2800.0,65.8
5261,42.32395,-71.10798,2,2.0,,3800.0,56.1
5262,42.317623,-71.10773,0,1.0,,2050.0,64.0
5265,42.31752,-71.10865,0,,,1000.0,64.0
5267,42.306572,-71.11323,1,1.0,,2200.0,89.8
5274,42.314,-71.10044,14,1.0,1400,2450.0,39.3
5276,42.3252,-71.106255,2,1.0,,2450.0,56.1
5282,42.31392,-71.09884,14,1.0,1350,2600.0,39.3
5283,42.3444,-71.143135,7,1.0,,2195.0,276.4
5284,42.2943,-71.1169,2,3.0,2100,4000.0,99.1
5285,42.31302,-71.09963,14,1.0,500,1800.0,39.3
5287,42.293777,-71.116,2,2.0,,3000.0,99.1
5289,42.314148,-71.11474,1,1.0,,1700.0,38.6
5295,42.32395,-71.10798,2,2.0,,1250.0,56.1
5297,42.314,-71.10044,14,1.0,,2650.0,39.3
5298,42.315483,-71.10181,2,1.0,1175,2800.0,180.1
5302,42.29394,-71.1148,2,1.0,,2300.0,99.1
5303,42.314293,-71.11525,1,1.0,9999,2200.0,38.6
5305,42.312737,-71.101875,5,1.5,,3200.0,65.2
5307,42.314293,-71.11525,1,1.0,650,2000.0,38.6
5309,42.32469,-71.10773,2,1.0,,1800.0,56.1
5311,42.32442,-71.108,2,2.0,,2695.0,56.1
5313,42.325386,-71.107376,2,2.0,,2700.0,56.1
5314,42.29509,-71.115166,5,1.5,1507,2550.0,99.1
5317,42.32472,-71.10818,2,2.0,,2700.0,56.1
5318,42.32472,-71.10818,2,2.0,,2700.0,56.1
